ies,sector ies,caracter ies,departamento domicilio ies,municipio domicilio ies,programa academico,nivel academico,nivel formacion,metodología,sexo,anio,semestre,graduados,matriculados
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,160,1,3
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,27
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,FEMENINO,13,150,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,167,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,11,162,1,1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,155,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,13,150,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,01,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,152,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,21,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,148,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,12,150,1,2
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,21,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,10
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,162,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,21,BELLAS ARTES,MUSICA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,156,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,155,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,170,1,1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,2
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,13,150,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,152,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,144,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,157,1,2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,21,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,168,1,1
VENEZUELA,VEN,C. PUERTO AYACUCHO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,160,1,1
BRASIL,BRA,C. MANAOS,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,150,1,2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,162,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,167,1,1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,160,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,MASCULINO,12,150,1,1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,168,1,1
PERU,PER,C. IQUITOS,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,4
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,4
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,142,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,154,1,2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,1
GUATEMALA,GTM,C. GUATEMALA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,177,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,13,150,1,3
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,12,150,1,1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,165,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,140,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,148,1,1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,15
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,158,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,152,1,1
HUNGRIA,HUN,C. BUDAPEST,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,8
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,25
GUATEMALA,GTM,C. GUATEMALA,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,150,1,1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,6
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,6
CANADA,CAN,C. CALGARY,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,157,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,21,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,DESCONOCIDO,FEMENINO,11,157,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,13,150,1,2
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,2
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,17
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,8
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,15
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,21,MATEMATICAS Y CIENCIAS NATURALES,OTROS PROGRAMAS DE CIENCIAS NATURALES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
LIBANO,LBN,C. BEIRUT,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,19
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,160,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,21,NO INDICA,AVIACION,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,21,BELLAS ARTES,PUBLICIDAD Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,160,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,160,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,6
LIBANO,LBN,C. BEIRUT,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,160,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,140,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,168,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,165,1,2
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,01,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,162,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,18
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,5
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,5
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,17
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,164,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,158,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,162,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,13,150,1,1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,2
PERU,PER,C. IQUITOS,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,167,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFIA O HISTORIA,NO INDICA,DESCONOCIDO,MASCULINO,11,165,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,170,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,15
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,2
CANADA,CAN,C. CALGARY,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,1
QATAR,QAT,C. ABU DHABI,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,155,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,165,1,3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,3
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,150,1,1
CHINA,CHN,C. SHANGHAI,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,128
RUSIA,RUS,C. MOSCU,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,1
PANAMA,PAN,C. COLON,ADULTO JOVEN,21,NO INDICA,NO INDICA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,5
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,120,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,12,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,19
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,135,1,3
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,36
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,157,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,165,1,1
PANAMA,PAN,C. COLON,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,3
ITALIA,ITA,C. ROMA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,165,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,3
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,157,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,152,1,2
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,17
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NO INDICA,NO INDICA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,11,162,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,13
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,21,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,12
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,149,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,21,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,152,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,120,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),PREGRADO - TECNICO PROFESIONAL,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,144,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,21,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,13
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,10
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,6
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,29
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,21,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
PERU,PER,C. IQUITOS,ADULTO JOVEN,21,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,MASCULINO,13,150,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,7
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,14
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,7
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,140,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,172,1,1
EL SALVADOR,SLV,C. SAN SALVADOR,ADULTO JOVEN,21,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,150,1,1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,3
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,165,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,160,1,2
